year_quarter,suburb,complaint,animal,animal_count,country,lon,lat,colour,complaint_colour
2013-10-01,Aitkenvale,Aggressive Animal,Dog,5,Australia,146.7721024,-19.3016138,#7a93d6,#f51d62
2013-10-01,Aitkenvale,Attack,Dog,6,Australia,146.7721024,-19.3016138,#7a93d6,#f00a21
2013-10-01,Aitkenvale,Enclosure,Dog,8,Australia,146.7721024,-19.3016138,#7a93d6,#479e4a
2013-10-01,Aitkenvale,Noise,Dog,4,Australia,146.7721024,-19.3016138,#7a93d6,#f5f52f
2013-10-01,Aitkenvale,Private Impound,Cat,2,Australia,146.7721024,-19.3016138,#77ed5c,#772ff5
2013-10-01,Aitkenvale,Private Impound,Dog,45,Australia,146.7721024,-19.3016138,#7a93d6,#772ff5
2013-10-01,Aitkenvale,Wandering,Dog,5,Australia,146.7721024,-19.3016138,#7a93d6,#9dcf78
2013-10-01,Alice River,Aggressive Animal,Dog,1,Australia,146.6060919,-19.3320775,#7a93d6,#f51d62
2013-10-01,Alice River,Attack,Dog,1,Australia,146.6060919,-19.3320775,#7a93d6,#f00a21
2013-10-01,Alice River,Enclosure,Dog,1,Australia,146.6060919,-19.3320775,#7a93d6,#479e4a
2013-10-01,Alice River,Noise,Dog,1,Australia,146.6060919,-19.3320775,#7a93d6,#f5f52f
2013-10-01,Alice River,Private Impound,Cat,1,Australia,146.6060919,-19.3320775,#77ed5c,#772ff5
2013-10-01,Alice River,Private Impound,Dog,1,Australia,146.6060919,-19.3320775,#7a93d6,#772ff5
2013-10-01,Alice River,Wandering,Dog,1,Australia,146.6060919,-19.3320775,#7a93d6,#9dcf78
2013-10-01,Alligator Creek,Aggressive Animal,Dog,1,Australia,146.945556,-19.423889,#7a93d6,#f51d62
2013-10-01,Alligator Creek,Attack,Dog,1,Australia,146.945556,-19.423889,#7a93d6,#f00a21
2013-10-01,Alligator Creek,Enclosure,Dog,3,Australia,146.945556,-19.423889,#7a93d6,#479e4a
2013-10-01,Alligator Creek,Private Impound,Dog,2,Australia,146.945556,-19.423889,#7a93d6,#772ff5
2013-10-01,Annandale,Aggressive Animal,Dog,1,Australia,151.1707,-33.8814,#7a93d6,#f51d62
2013-10-01,Annandale,Enclosure,Dog,1,Australia,151.1707,-33.8814,#7a93d6,#479e4a
2013-10-01,Annandale,Noise,Dog,2,Australia,151.1707,-33.8814,#7a93d6,#f5f52f
2013-10-01,Annandale,Private Impound,Cat,5,Australia,151.1707,-33.8814,#77ed5c,#772ff5
2013-10-01,Annandale,Private Impound,Dog,8,Australia,151.1707,-33.8814,#7a93d6,#772ff5
2013-10-01,Annandale,Wandering,Cat,2,Australia,151.1707,-33.8814,#77ed5c,#9dcf78
2013-10-01,Annandale,Wandering,Dog,2,Australia,151.1707,-33.8814,#7a93d6,#9dcf78
2013-10-01,Arcadia,Noise,Dog,1,Australia,151.04455,-33.62429,#7a93d6,#f5f52f
2013-10-01,Balgal Beach,Aggressive Animal,Dog,1,Australia,146.413611,-19.023056,#7a93d6,#f51d62
2013-10-01,Balgal Beach,Enclosure,Dog,2,Australia,146.413611,-19.023056,#7a93d6,#479e4a
2013-10-01,Balgal Beach,Noise,Dog,1,Australia,146.413611,-19.023056,#7a93d6,#f5f52f
2013-10-01,Beach Holm,Private Impound,Dog,1,Australia,146.6582465,-19.183191,#7a93d6,#772ff5
2013-10-01,Belgian Gardens,Private Impound,Cat,1,Australia,146.7931731,-19.2472068,#77ed5c,#772ff5
2013-10-01,Belgian Gardens,Private Impound,Dog,5,Australia,146.7931731,-19.2472068,#7a93d6,#772ff5
2013-10-01,Black River,Attack,Dog,2,Australia,146.619,-19.222,#7a93d6,#f00a21
2013-10-01,Black River,Enclosure,Dog,9,Australia,146.619,-19.222,#7a93d6,#479e4a
2013-10-01,Black River,Private Impound,Dog,4,Australia,146.619,-19.222,#7a93d6,#772ff5
2013-10-01,Black River,Wandering,Dog,1,Australia,146.619,-19.222,#7a93d6,#9dcf78
2013-10-01,Bluewater,Aggressive Animal,Dog,1,Australia,146.5737122,-19.1696862,#7a93d6,#f51d62
2013-10-01,Bluewater,Attack,Dog,1,Australia,146.5737122,-19.1696862,#7a93d6,#f00a21
2013-10-01,Bluewater,Enclosure,Dog,1,Australia,146.5737122,-19.1696862,#7a93d6,#479e4a
2013-10-01,Bluewater Park,Aggressive Animal,Dog,2,Australia,146.510833,-19.210833,#7a93d6,#f51d62
2013-10-01,Bluewater Park,Attack,Dog,1,Australia,146.510833,-19.210833,#7a93d6,#f00a21
2013-10-01,Bluewater Park,Enclosure,Dog,3,Australia,146.510833,-19.210833,#7a93d6,#479e4a
2013-10-01,Bluewater Park,Noise,Dog,1,Australia,146.510833,-19.210833,#7a93d6,#f5f52f
2013-10-01,Bohle,Attack,Dog,1,Australia,146.7243591,-19.2423013,#7a93d6,#f00a21
2013-10-01,Bohle,Private Impound,Dog,2,Australia,146.7243591,-19.2423013,#7a93d6,#772ff5
2013-10-01,Bohle Plains,Attack,Dog,2,Australia,146.6896533,-19.3141354,#7a93d6,#f00a21
2013-10-01,Bohle Plains,Enclosure,Dog,1,Australia,146.6896533,-19.3141354,#7a93d6,#479e4a
2013-10-01,Bohle Plains,Noise,Dog,5,Australia,146.6896533,-19.3141354,#7a93d6,#f5f52f
2013-10-01,Bohle Plains,Private Impound,Dog,2,Australia,146.6896533,-19.3141354,#7a93d6,#772ff5
2013-10-01,Bohle Plains,Wandering,Dog,1,Australia,146.6896533,-19.3141354,#7a93d6,#9dcf78
2013-10-01,Burdell,Aggressive Animal,Dog,2,Australia,146.7018998,-19.2481421,#7a93d6,#f51d62
2013-10-01,Burdell,Enclosure,Dog,3,Australia,146.7018998,-19.2481421,#7a93d6,#479e4a
2013-10-01,Burdell,Noise,Dog,11,Australia,146.7018998,-19.2481421,#7a93d6,#f5f52f
2013-10-01,Burdell,Private Impound,Dog,6,Australia,146.7018998,-19.2481421,#7a93d6,#772ff5
2013-10-01,Burdell,Wandering,Dog,5,Australia,146.7018998,-19.2481421,#7a93d6,#9dcf78
2013-10-01,Bushland Beach,Aggressive Animal,Dog,4,Australia,146.6794456,-19.2018468,#7a93d6,#f51d62
2013-10-01,Bushland Beach,Attack,Dog,3,Australia,146.6794456,-19.2018468,#7a93d6,#f00a21
2013-10-01,Bushland Beach,Enclosure,Dog,2,Australia,146.6794456,-19.2018468,#7a93d6,#479e4a
2013-10-01,Bushland Beach,Noise,Dog,7,Australia,146.6794456,-19.2018468,#7a93d6,#f5f52f
2013-10-01,Bushland Beach,Private Impound,Cat,4,Australia,146.6794456,-19.2018468,#77ed5c,#772ff5
2013-10-01,Bushland Beach,Private Impound,Dog,7,Australia,146.6794456,-19.2018468,#7a93d6,#772ff5
2013-10-01,Bushland Beach,Wandering,Dog,1,Australia,146.6794456,-19.2018468,#7a93d6,#9dcf78
2013-10-01,Cluden,Noise,Dog,1,Australia,146.833333,-19.316667,#7a93d6,#f5f52f
2013-10-01,Cluden,Private Impound,Dog,1,Australia,146.833333,-19.316667,#7a93d6,#772ff5
2013-10-01,Condon,Aggressive Animal,Dog,4,Australia,146.723611,-19.331944,#7a93d6,#f51d62
2013-10-01,Condon,Attack,Dog,7,Australia,146.723611,-19.331944,#7a93d6,#f00a21
2013-10-01,Condon,Enclosure,Dog,11,Australia,146.723611,-19.331944,#7a93d6,#479e4a
2013-10-01,Condon,Noise,Dog,4,Australia,146.723611,-19.331944,#7a93d6,#f5f52f
2013-10-01,Condon,Private Impound,Cat,4,Australia,146.723611,-19.331944,#77ed5c,#772ff5
2013-10-01,Condon,Private Impound,Dog,9,Australia,146.723611,-19.331944,#7a93d6,#772ff5
2013-10-01,Condon,Wandering,Dog,5,Australia,146.723611,-19.331944,#7a93d6,#9dcf78
2013-10-01,Cranbrook,Aggressive Animal,Dog,2,Australia,117.4909161,-34.2441955,#7a93d6,#f51d62
2013-10-01,Cranbrook,Attack,Dog,5,Australia,117.4909161,-34.2441955,#7a93d6,#f00a21
2013-10-01,Cranbrook,Enclosure,Dog,1,Australia,117.4909161,-34.2441955,#7a93d6,#479e4a
2013-10-01,Cranbrook,Noise,Dog,2,Australia,117.4909161,-34.2441955,#7a93d6,#f5f52f
2013-10-01,Cranbrook,Private Impound,Cat,1,Australia,117.4909161,-34.2441955,#77ed5c,#772ff5
2013-10-01,Cranbrook,Private Impound,Dog,9,Australia,117.4909161,-34.2441955,#7a93d6,#772ff5
2013-10-01,Cranbrook,Wandering,Dog,2,Australia,117.4909161,-34.2441955,#7a93d6,#9dcf78
2013-10-01,Cungulla,Enclosure,Dog,2,Australia,147.1097746,-19.4069206,#7a93d6,#479e4a
2013-10-01,Currajong,Aggressive Animal,Dog,1,Australia,146.7775,-19.276944,#7a93d6,#f51d62
2013-10-01,Currajong,Attack,Dog,5,Australia,146.7775,-19.276944,#7a93d6,#f00a21
2013-10-01,Currajong,Enclosure,Dog,3,Australia,146.7775,-19.276944,#7a93d6,#479e4a
2013-10-01,Currajong,Noise,Dog,1,Australia,146.7775,-19.276944,#7a93d6,#f5f52f
2013-10-01,Currajong,Private Impound,Cat,1,Australia,146.7775,-19.276944,#77ed5c,#772ff5
2013-10-01,Currajong,Private Impound,Dog,11,Australia,146.7775,-19.276944,#7a93d6,#772ff5
2013-10-01,Currajong,Wandering,Cat,1,Australia,146.7775,-19.276944,#77ed5c,#9dcf78
2013-10-01,Deeragun,Aggressive Animal,Dog,8,Australia,146.666667,-19.25,#7a93d6,#f51d62
2013-10-01,Deeragun,Attack,Dog,8,Australia,146.666667,-19.25,#7a93d6,#f00a21
2013-10-01,Deeragun,Enclosure,Dog,3,Australia,146.666667,-19.25,#7a93d6,#479e4a
2013-10-01,Deeragun,Noise,Dog,5,Australia,146.666667,-19.25,#7a93d6,#f5f52f
2013-10-01,Deeragun,Private Impound,Cat,1,Australia,146.666667,-19.25,#77ed5c,#772ff5
2013-10-01,Deeragun,Private Impound,Dog,12,Australia,146.666667,-19.25,#7a93d6,#772ff5
2013-10-01,Deeragun,Wandering,Dog,1,Australia,146.666667,-19.25,#7a93d6,#9dcf78
2013-10-01,Douglas,Enclosure,Dog,2,Australia,145.6689636,-16.1962788,#7a93d6,#479e4a
2013-10-01,Douglas,Noise,Dog,5,Australia,145.6689636,-16.1962788,#7a93d6,#f5f52f
2013-10-01,Douglas,Private Impound,Cat,7,Australia,145.6689636,-16.1962788,#77ed5c,#772ff5
2013-10-01,Douglas,Private Impound,Dog,38,Australia,145.6689636,-16.1962788,#7a93d6,#772ff5
2013-10-01,Douglas,Wandering,Dog,3,Australia,145.6689636,-16.1962788,#7a93d6,#9dcf78
2013-10-01,Garbutt,Aggressive Animal,Dog,1,Australia,146.766667,-19.266667,#7a93d6,#f51d62
2013-10-01,Garbutt,Attack,Dog,1,Australia,146.766667,-19.266667,#7a93d6,#f00a21
2013-10-01,Garbutt,Noise,Dog,4,Australia,146.766667,-19.266667,#7a93d6,#f5f52f
2013-10-01,Garbutt,Private Impound,Cat,8,Australia,146.766667,-19.266667,#77ed5c,#772ff5
2013-10-01,Garbutt,Private Impound,Dog,5,Australia,146.766667,-19.266667,#7a93d6,#772ff5
2013-10-01,Gulliver,Aggressive Animal,Dog,1,Australia,146.7715,-19.282,#7a93d6,#f51d62
2013-10-01,Gulliver,Attack,Dog,2,Australia,146.7715,-19.282,#7a93d6,#f00a21
2013-10-01,Gulliver,Enclosure,Dog,6,Australia,146.7715,-19.282,#7a93d6,#479e4a
2013-10-01,Gulliver,Noise,Dog,3,Australia,146.7715,-19.282,#7a93d6,#f5f52f
2013-10-01,Gulliver,Private Impound,Cat,6,Australia,146.7715,-19.282,#77ed5c,#772ff5
2013-10-01,Gulliver,Private Impound,Dog,1,Australia,146.7715,-19.282,#7a93d6,#772ff5
2013-10-01,Heatley,Aggressive Animal,Dog,6,Australia,146.7552492,-19.2877339,#7a93d6,#f51d62
2013-10-01,Heatley,Enclosure,Dog,4,Australia,146.7552492,-19.2877339,#7a93d6,#479e4a
2013-10-01,Heatley,Noise,Dog,3,Australia,146.7552492,-19.2877339,#7a93d6,#f5f52f
2013-10-01,Heatley,Private Impound,Cat,2,Australia,146.7552492,-19.2877339,#77ed5c,#772ff5
2013-10-01,Heatley,Private Impound,Dog,2,Australia,146.7552492,-19.2877339,#7a93d6,#772ff5
2013-10-01,Heatley,Wandering,Dog,1,Australia,146.7552492,-19.2877339,#7a93d6,#9dcf78
2013-10-01,Hermit Park,Aggressive Animal,Dog,1,Australia,146.8,-19.283333,#7a93d6,#f51d62
2013-10-01,Hermit Park,Noise,Dog,2,Australia,146.8,-19.283333,#7a93d6,#f5f52f
2013-10-01,Hermit Park,Private Impound,Cat,1,Australia,146.8,-19.283333,#77ed5c,#772ff5
2013-10-01,Hermit Park,Private Impound,Dog,8,Australia,146.8,-19.283333,#7a93d6,#772ff5
2013-10-01,Hermit Park,Wandering,Dog,3,Australia,146.8,-19.283333,#7a93d6,#9dcf78
2013-10-01,Horseshoe Bay,Enclosure,Dog,5,Australia,146.85,-19.133333,#7a93d6,#479e4a
2013-10-01,Horseshoe Bay,Noise,Dog,1,Australia,146.85,-19.133333,#7a93d6,#f5f52f
2013-10-01,Hyde Park,Enclosure,Dog,2,Australia,-116.3541826,33.7408984,#7a93d6,#479e4a
2013-10-01,Hyde Park,Noise,Dog,3,Australia,-116.3541826,33.7408984,#7a93d6,#f5f52f
2013-10-01,Hyde Park,Private Impound,Cat,2,Australia,-116.3541826,33.7408984,#77ed5c,#772ff5
2013-10-01,Hyde Park,Private Impound,Dog,6,Australia,-116.3541826,33.7408984,#7a93d6,#772ff5
2013-10-01,Idalia,Attack,Dog,1,Australia,146.816667,-19.3,#7a93d6,#f00a21
2013-10-01,Idalia,Enclosure,Dog,1,Australia,146.816667,-19.3,#7a93d6,#479e4a
2013-10-01,Idalia,Private Impound,Dog,3,Australia,146.816667,-19.3,#7a93d6,#772ff5
2013-10-01,Idalia,Wandering,Dog,1,Australia,146.816667,-19.3,#7a93d6,#9dcf78
2013-10-01,Jensen,Aggressive Animal,Dog,1,Australia,146.640833,-19.257222,#7a93d6,#f51d62
2013-10-01,Jensen,Attack,Dog,3,Australia,146.640833,-19.257222,#7a93d6,#f00a21
2013-10-01,Jensen,Enclosure,Dog,2,Australia,146.640833,-19.257222,#7a93d6,#479e4a
2013-10-01,Jensen,Noise,Dog,1,Australia,146.640833,-19.257222,#7a93d6,#f5f52f
2013-10-01,Kelso,Aggressive Animal,Dog,28,Australia,149.605833,-33.418889,#7a93d6,#f51d62
2013-10-01,Kelso,Attack,Dog,18,Australia,149.605833,-33.418889,#7a93d6,#f00a21
2013-10-01,Kelso,Enclosure,Dog,20,Australia,149.605833,-33.418889,#7a93d6,#479e4a
2013-10-01,Kelso,Noise,Dog,12,Australia,149.605833,-33.418889,#7a93d6,#f5f52f
2013-10-01,Kelso,Private Impound,Cat,5,Australia,149.605833,-33.418889,#77ed5c,#772ff5
2013-10-01,Kelso,Private Impound,Dog,30,Australia,149.605833,-33.418889,#7a93d6,#772ff5
2013-10-01,Kelso,Wandering,Dog,7,Australia,149.605833,-33.418889,#7a93d6,#9dcf78
2013-10-01,Kirwan,Aggressive Animal,Dog,12,Australia,146.7355907,-19.2967566,#7a93d6,#f51d62
2013-10-01,Kirwan,Attack,Dog,11,Australia,146.7355907,-19.2967566,#7a93d6,#f00a21
2013-10-01,Kirwan,Enclosure,Dog,13,Australia,146.7355907,-19.2967566,#7a93d6,#479e4a
2013-10-01,Kirwan,Noise,Dog,23,Australia,146.7355907,-19.2967566,#7a93d6,#f5f52f
2013-10-01,Kirwan,Private Impound,Cat,7,Australia,146.7355907,-19.2967566,#77ed5c,#772ff5
2013-10-01,Kirwan,Private Impound,Dog,36,Australia,146.7355907,-19.2967566,#7a93d6,#772ff5
2013-10-01,Kirwan,Wandering,Cat,1,Australia,146.7355907,-19.2967566,#77ed5c,#9dcf78
2013-10-01,Kirwan,Wandering,Dog,6,Australia,146.7355907,-19.2967566,#7a93d6,#9dcf78
2013-10-01,Mount Louisa,Aggressive Animal,Dog,3,Australia,146.7355907,-19.2758906,#7a93d6,#f51d62
2013-10-01,Mount Louisa,Attack,Dog,7,Australia,146.7355907,-19.2758906,#7a93d6,#f00a21
2013-10-01,Mount Louisa,Enclosure,Dog,8,Australia,146.7355907,-19.2758906,#7a93d6,#479e4a
2013-10-01,Mount Louisa,Noise,Dog,18,Australia,146.7355907,-19.2758906,#7a93d6,#f5f52f
2013-10-01,Mount Louisa,Private Impound,Cat,1,Australia,146.7355907,-19.2758906,#77ed5c,#772ff5
2013-10-01,Mount Louisa,Private Impound,Dog,9,Australia,146.7355907,-19.2758906,#7a93d6,#772ff5
2013-10-01,Mount Low,Attack,Dog,2,Australia,146.6794456,-19.2226979,#7a93d6,#f00a21
2013-10-01,Mount Low,Enclosure,Dog,5,Australia,146.6794456,-19.2226979,#7a93d6,#479e4a
2013-10-01,Mount Low,Noise,Dog,4,Australia,146.6794456,-19.2226979,#7a93d6,#f5f52f
2013-10-01,Mount Low,Private Impound,Dog,7,Australia,146.6794456,-19.2226979,#7a93d6,#772ff5
2013-10-01,Mount St John,Attack,Dog,1,Australia,146.7383988,-19.2529915,#7a93d6,#f00a21
2013-10-01,Mundingburra,Enclosure,Dog,2,Australia,146.783333,-19.3,#7a93d6,#479e4a
2013-10-01,Mundingburra,Noise,Dog,10,Australia,146.783333,-19.3,#7a93d6,#f5f52f
2013-10-01,Mundingburra,Private Impound,Dog,8,Australia,146.783333,-19.3,#7a93d6,#772ff5
2013-10-01,Mundingburra,Wandering,Dog,2,Australia,146.783333,-19.3,#7a93d6,#9dcf78
2013-10-01,Murray,Wandering,Dog,1,Australia,143.7443331,-35.3860672,#7a93d6,#9dcf78
2013-10-01,Mysterton,Private Impound,Dog,7,Australia,146.7931731,-19.2863466,#7a93d6,#772ff5
2013-10-01,Nelly Bay,Aggressive Animal,Dog,1,Australia,146.8451668,-19.1546995,#7a93d6,#f51d62
2013-10-01,Nelly Bay,Attack,Dog,1,Australia,146.8451668,-19.1546995,#7a93d6,#f00a21
2013-10-01,Nelly Bay,Noise,Dog,1,Australia,146.8451668,-19.1546995,#7a93d6,#f5f52f
2013-10-01,Nome,Aggressive Animal,Dog,1,Australia,146.9548653,-19.3676125,#7a93d6,#f51d62
2013-10-01,Nome,Attack,Dog,2,Australia,146.9548653,-19.3676125,#7a93d6,#f00a21
2013-10-01,Nome,Enclosure,Dog,5,Australia,146.9548653,-19.3676125,#7a93d6,#479e4a
2013-10-01,Nome,Wandering,Dog,1,Australia,146.9548653,-19.3676125,#7a93d6,#9dcf78
2013-10-01,North Ward,Aggressive Animal,Dog,1,Australia,146.816667,-19.25,#7a93d6,#f51d62
2013-10-01,North Ward,Attack,Dog,1,Australia,146.816667,-19.25,#7a93d6,#f00a21
2013-10-01,North Ward,Noise,Dog,1,Australia,146.816667,-19.25,#7a93d6,#f5f52f
2013-10-01,North Ward,Private Impound,Dog,3,Australia,146.816667,-19.25,#7a93d6,#772ff5
2013-10-01,North Ward,Wandering,Cat,2,Australia,146.816667,-19.25,#77ed5c,#9dcf78
2013-10-01,North Ward,Wandering,Dog,1,Australia,146.816667,-19.25,#7a93d6,#9dcf78
2013-10-01,Oonoonba,Enclosure,Dog,1,Australia,146.823056,-19.299722,#7a93d6,#479e4a
2013-10-01,Oonoonba,Noise,Dog,2,Australia,146.823056,-19.299722,#7a93d6,#f5f52f
2013-10-01,Oonoonba,Private Impound,Dog,2,Australia,146.823056,-19.299722,#7a93d6,#772ff5
2013-10-01,Oonoonba,Wandering,Dog,1,Australia,146.823056,-19.299722,#7a93d6,#9dcf78
2013-10-01,Pallarenda,Noise,Dog,1,Australia,146.766667,-19.2,#7a93d6,#f5f52f
2013-10-01,Pimlico,Aggressive Animal,Dog,2,Australia,146.7875538,-19.2851998,#7a93d6,#f51d62
2013-10-01,Pimlico,Attack,Dog,2,Australia,146.7875538,-19.2851998,#7a93d6,#f00a21
2013-10-01,Pimlico,Enclosure,Dog,1,Australia,146.7875538,-19.2851998,#7a93d6,#479e4a
2013-10-01,Pimlico,Private Impound,Dog,2,Australia,146.7875538,-19.2851998,#7a93d6,#772ff5
2013-10-01,Railway Estate,Aggressive Animal,Dog,2,Australia,146.816667,-19.283333,#7a93d6,#f51d62
2013-10-01,Railway Estate,Attack,Dog,1,Australia,146.816667,-19.283333,#7a93d6,#f00a21
2013-10-01,Railway Estate,Enclosure,Dog,7,Australia,146.816667,-19.283333,#7a93d6,#479e4a
2013-10-01,Railway Estate,Private Impound,Cat,2,Australia,146.816667,-19.283333,#77ed5c,#772ff5
2013-10-01,Railway Estate,Private Impound,Dog,11,Australia,146.816667,-19.283333,#7a93d6,#772ff5
2013-10-01,Railway Estate,Wandering,Dog,1,Australia,146.816667,-19.283333,#7a93d6,#9dcf78
2013-10-01,Rangewood,Aggressive Animal,Dog,1,Australia,146.6381278,-19.3108179,#7a93d6,#f51d62
2013-10-01,Rangewood,Attack,Dog,1,Australia,146.6381278,-19.3108179,#7a93d6,#f00a21
2013-10-01,Rangewood,Noise,Dog,1,Australia,146.6381278,-19.3108179,#7a93d6,#f5f52f
2013-10-01,Rangewood,Private Impound,Dog,1,Australia,146.6381278,-19.3108179,#7a93d6,#772ff5
2013-10-01,Rasmussen,Aggressive Animal,Dog,5,Australia,146.716389,-19.349722,#7a93d6,#f51d62
2013-10-01,Rasmussen,Attack,Dog,5,Australia,146.716389,-19.349722,#7a93d6,#f00a21
2013-10-01,Rasmussen,Enclosure,Dog,17,Australia,146.716389,-19.349722,#7a93d6,#479e4a
2013-10-01,Rasmussen,Noise,Dog,5,Australia,146.716389,-19.349722,#7a93d6,#f5f52f
2013-10-01,Rasmussen,Private Impound,Dog,16,Australia,146.716389,-19.349722,#7a93d6,#772ff5
2013-10-01,Rasmussen,Wandering,Dog,6,Australia,146.716389,-19.349722,#7a93d6,#9dcf78
2013-10-01,Roseneath,Private Impound,Dog,1,Australia,146.8356794,-19.3690965,#7a93d6,#772ff5
2013-10-01,Rosslea,Noise,Dog,2,Australia,146.8016026,-19.2985054,#7a93d6,#f5f52f
2013-10-01,Rosslea,Private Impound,Cat,2,Australia,146.8016026,-19.2985054,#77ed5c,#772ff5
2013-10-01,Rosslea,Private Impound,Dog,5,Australia,146.8016026,-19.2985054,#7a93d6,#772ff5
2013-10-01,Rowes Bay,Attack,Dog,1,Australia,146.783333,-19.25,#7a93d6,#f00a21
2013-10-01,Rowes Bay,Noise,Dog,1,Australia,146.783333,-19.25,#7a93d6,#f5f52f
2013-10-01,Rowes Bay,Wandering,Cat,1,Australia,146.783333,-19.25,#77ed5c,#9dcf78
2013-10-01,Saunders Beach,Private Impound,Cat,1,Australia,146.604167,-19.156389,#77ed5c,#772ff5
2013-10-01,Shaw,Private Impound,Dog,2,Australia,150.773315,-33.7545424,#7a93d6,#772ff5
2013-10-01,Shaw,Wandering,Dog,1,Australia,150.773315,-33.7545424,#7a93d6,#9dcf78
2013-10-01,South Townsville,Aggressive Animal,Dog,1,Australia,146.833333,-19.266667,#7a93d6,#f51d62
2013-10-01,South Townsville,Attack,Dog,3,Australia,146.833333,-19.266667,#7a93d6,#f00a21
2013-10-01,South Townsville,Enclosure,Dog,1,Australia,146.833333,-19.266667,#7a93d6,#479e4a
2013-10-01,South Townsville,Noise,Dog,3,Australia,146.833333,-19.266667,#7a93d6,#f5f52f
2013-10-01,South Townsville,Private Impound,Cat,2,Australia,146.833333,-19.266667,#77ed5c,#772ff5
2013-10-01,South Townsville,Private Impound,Dog,3,Australia,146.833333,-19.266667,#7a93d6,#772ff5
2013-10-01,South Townsville,Wandering,Dog,1,Australia,146.833333,-19.266667,#7a93d6,#9dcf78
2013-10-01,Stuart,Enclosure,Dog,1,Australia,133.4222369,-22.273426,#7a93d6,#479e4a
2013-10-01,Thuringowa Central,Aggressive Animal,Dog,1,Australia,146.733333,-19.316667,#7a93d6,#f51d62
2013-10-01,Thuringowa Central,Attack,Dog,1,Australia,146.733333,-19.316667,#7a93d6,#f00a21
2013-10-01,Thuringowa Central,Enclosure,Dog,2,Australia,146.733333,-19.316667,#7a93d6,#479e4a
2013-10-01,Thuringowa Central,Noise,Dog,4,Australia,146.733333,-19.316667,#7a93d6,#f5f52f
2013-10-01,Thuringowa Central,Private Impound,Cat,7,Australia,146.733333,-19.316667,#77ed5c,#772ff5
2013-10-01,Thuringowa Central,Private Impound,Dog,19,Australia,146.733333,-19.316667,#7a93d6,#772ff5
2013-10-01,Thuringowa Central,Wandering,Dog,3,Australia,146.733333,-19.316667,#7a93d6,#9dcf78
2013-10-01,Toolakea,Attack,Dog,1,Australia,146.582222,-19.146111,#7a93d6,#f00a21
2013-10-01,Toomulla,Attack,Dog,1,Australia,146.4621919,-19.0806227,#7a93d6,#f00a21
2013-10-01,Toomulla,Enclosure,Dog,1,Australia,146.4621919,-19.0806227,#7a93d6,#479e4a
2013-10-01,Town Common,Aggressive Animal,Dog,1,Australia,146.7793011,-19.2311735,#7a93d6,#f51d62
2013-10-01,Town Common,Attack,Dog,1,Australia,146.7793011,-19.2311735,#7a93d6,#f00a21
2013-10-01,Townsville City,Aggressive Animal,Dog,1,Australia,146.8169483,-19.2589635,#7a93d6,#f51d62
2013-10-01,Townsville City,Private Impound,Dog,1,Australia,146.8169483,-19.2589635,#7a93d6,#772ff5
2013-10-01,Unallocated,Aggressive Animal,Dog,8,Australia,NA,NA,#7a93d6,#f51d62
2013-10-01,Unallocated,Attack,Dog,5,Australia,NA,NA,#7a93d6,#f00a21
2013-10-01,Unallocated,Noise,Dog,2,Australia,NA,NA,#7a93d6,#f5f52f
2013-10-01,Unallocated,Private Impound,Cat,4,Australia,NA,NA,#77ed5c,#772ff5
2013-10-01,Unallocated,Private Impound,Dog,14,Australia,NA,NA,#7a93d6,#772ff5
2013-10-01,Unallocated,Wandering,Cat,1,Australia,NA,NA,#77ed5c,#9dcf78
2013-10-01,Unallocated,Wandering,Dog,86,Australia,NA,NA,#7a93d6,#9dcf78
2013-10-01,Vincent,Aggressive Animal,Dog,3,Australia,115.8462613,-31.93193449999999,#7a93d6,#f51d62
2013-10-01,Vincent,Attack,Dog,1,Australia,115.8462613,-31.93193449999999,#7a93d6,#f00a21
2013-10-01,Vincent,Enclosure,Dog,7,Australia,115.8462613,-31.93193449999999,#7a93d6,#479e4a
2013-10-01,Vincent,Noise,Dog,14,Australia,115.8462613,-31.93193449999999,#7a93d6,#f5f52f
2013-10-01,Vincent,Private Impound,Dog,3,Australia,115.8462613,-31.93193449999999,#7a93d6,#772ff5
2013-10-01,West End,Aggressive Animal,Dog,2,Australia,153.0122,-27.4802,#7a93d6,#f51d62
2013-10-01,West End,Aggressive Animal,Dog,2,Australia,153.0122,-27.4802,#7a93d6,#f51d62
2013-10-01,West End,Attack,Dog,2,Australia,153.0122,-27.4802,#7a93d6,#f00a21
2013-10-01,West End,Attack,Dog,2,Australia,153.0122,-27.4802,#7a93d6,#f00a21
2013-10-01,West End,Noise,Dog,4,Australia,153.0122,-27.4802,#7a93d6,#f5f52f
2013-10-01,West End,Noise,Dog,4,Australia,153.0122,-27.4802,#7a93d6,#f5f52f
2013-10-01,West End,Private Impound,Dog,1,Australia,153.0122,-27.4802,#7a93d6,#772ff5
2013-10-01,West End,Private Impound,Dog,1,Australia,153.0122,-27.4802,#7a93d6,#772ff5
2013-10-01,West Point,Enclosure,Dog,1,Australia,146.8026564,-19.1464127,#7a93d6,#479e4a
2013-10-01,Woodstock,Attack,Dog,1,Australia,148.9543066,-33.8592851,#7a93d6,#f00a21
2013-10-01,Wulguru,Aggressive Animal,Dog,4,Australia,146.811438,-19.3253087,#7a93d6,#f51d62
2013-10-01,Wulguru,Attack,Dog,3,Australia,146.811438,-19.3253087,#7a93d6,#f00a21
